,PhraseNo,Phrase,IsHateSpeech,cleaned_phrase
1760,1761,"ටොයියනි,උඹලා දැන් පිස්සො වගේ කෑගැහුවට සිරිසේන උඹලගේම තේරීමක්.අපේ නෙමෙයි.දැන් වත් රටට ආදරේ වැඩක් කරන කෙනෙක් පත් කරපන්. මීට බයියෙක්.",YES,ටොයියනි උඹලා දැන් පිස්සො වගේ කෑගැහුවට සිරිසේන උඹලගේම තේරීමක් අපේ නෙමෙයි දැන් වත් රටට ආදරේ වැඩක් කරන කෙනෙක් පත් කරපන්  මීට බයියෙක් 
1761,1762,පාරම්පරික යූඑන්පී පාක්ෂිකයන් වහ කෑ යුත්තේ තම ප්‍රධානම විරුද්ද පක්ෂය වන නිදහස් පක්ෂයෙයේ සභාපතිව පොදු අපේක්ෂකයා තමන්ගෙ ඡන්දයෙන් පත් කර ඇරගත් ඇරගැනිල්ලටය,YES,පාරම්පරික යූඑන්පී පාක්ෂිකයන් වහ කෑ යුත්තේ තම ප්‍රධානම විරුද්ද පක්ෂය වන නිදහස් පක්ෂයෙයේ සභාපතිව පොදු අපේක්ෂකයා තමන්ගෙ ඡන්දයෙන් පත් කර ඇරගත් ඇරගැනිල්ලටය
1764,1765,"මේක තමා මේ වෙලාවේ කරන්න තියෙන හොදම දේ , අපි තෝරලා දෙන්නම් කවුද අගමැති කියලා, රට කාපු පොන්න රනිලා නම් කොහොමවත් එපා ආය",YES,මේක තමා මේ වෙලාවේ කරන්න තියෙන හොදම දේ   අපි තෝරලා දෙන්නම් කවුද අගමැති කියලා  රට කාපු පොන්න රනිලා නම් කොහොමවත් එපා ආය
1772,1773,මොනාද බන් මේ වෙන්නේ,NO,මොනාද බන් මේ වෙන්නේ
1774,1775,කසාදෙත් දැන් නිකන් විහිලුවක් ගානට වැටිලා,NO,කසාදෙත් දැන් නිකන් විහිලුවක් ගානට වැටිලා
1775,1776,ලංකාවෙ මේවගේ ගොන් බඩු ෆෝම් කරන එවුන්ට ගහන්න ඕනේ,YES,ලංකාවෙ මේවගේ ගොන් බඩු ෆෝම් කරන එවුන්ට ගහන්න ඕනේ
1776,1777,නොදකිං මේ වේසා නිලියෝ දේශපාලුවො ඔය නිළියෝ රට කනවා මුන් සේරම කුඩු ගහලා වගේ අමු හෙලුවෙන් නටනවා උන් හිතන් ඉන්නෙ උන්ට විතරයි තන් දෙක දෙක තියෙන්නෙ කියලා,YES,නොදකිං මේ වේසා නිලියෝ දේශපාලුවො ඔය නිළියෝ රට කනවා මුන් සේරම කුඩු ගහලා වගේ අමු හෙලුවෙන් නටනවා උන් හිතන් ඉන්නෙ උන්ට විතරයි තන් දෙක දෙක තියෙන්නෙ කියලා
1777,1778,මේක ඉරාජ්ගෙම ගොන් ආතල් එකක්.ඕකා මේ වගේ ගොන් ආතල් ගන්න නිසා තමය් ඕකට තාම කෙල්ලෙක් නැත්තෙ.අසහනකාරයා,YES,මේක ඉරාජ්ගෙම ගොන් ආතල් එකක් ඕකා මේ වගේ ගොන් ආතල් ගන්න නිසා තමය් ඕකට තාම කෙල්ලෙක් නැත්තෙ අසහනකාරයා
1778,1779,ශාර්මි කුමාර් තොලක් දාන්න ගියා වගේ දැක්ක අය කවුද,YES,ශාර්මි කුමාර් තොලක් දාන්න ගියා වගේ දැක්ක අය කවුද
1779,1780,දැකපු ජරාම නිරැපන ශිල්පිනියෝ තමයි මුන්,YES,දැකපු ජරාම නිරැපන ශිල්පිනියෝ තමයි මුන්
1782,1783,මේකුන් පොන්ස්ලා නේද හිටං,YES,මේකුන් පොන්ස්ලා නේද හිටං
1784,1785,කසාදයක් කියන උතුම් දේටත් මේ පොන්නයොයි වේසාවියොයි එකතු වෙලා විනාශ කරන්වා.මුන්ව රටෙන් පිටුවහල් කරන්න ඕනි .ලැජ්ජයි ඇත්තටම අපේ රටට වෙන දේට.මේ වගේ වේස ගෑනු පෝම් කරපුවාම.ලංකාවෙ සංස්කෘතිකයත් විනාසයි,YES,කසාදයක් කියන උතුම් දේටත් මේ පොන්නයොයි වේසාවියොයි එකතු වෙලා විනාශ කරන්වා මුන්ව රටෙන් පිටුවහල් කරන්න ඕනි  ලැජ්ජයි ඇත්තටම අපේ රටට වෙන දේට මේ වගේ වේස ගෑනු පෝම් කරපුවාම ලංකාවෙ සංස්කෘතිකයත් විනාසයි
1785,1786,උබල වගේ ගු කැරියො ඉන්නකන් මේ ගොන්නු ටික රගයි....... ඔයිට වැඩිය හොදයි හුත්තෝ ගු පුච්චන් කෑවනම්......... කොලුකමටත් ලැජ්ජයි බං ගොංබඩු ෆෝම් කරනව ගෑනු දැකල නැද්ද බං.............,YES,උබල වගේ ගු කැරියො ඉන්නකන් මේ ගොන්නු ටික රගයි        ඔයිට වැඩිය හොදයි හුත්තෝ ගු පුච්චන් කෑවනම්          කොලුකමටත් ලැජ්ජයි බං ගොංබඩු ෆෝම් කරනව ගෑනු දැකල නැද්ද බං             
1786,1787,කවුද බන් මෙ පෝන්නයො දෙන්නයි වෙස බඩ්ඩයි,YES,කවුද බන් මෙ පෝන්නයො දෙන්නයි වෙස බඩ්ඩයි
1788,1789,මේ වගේ සදාචාරයක් නැති මී හරක් මොඩල්ස්ලයි ඒව ෆෝම් කරන ගොන් චැනලුයි මේ රටට පිළිලයක්,YES,මේ වගේ සදාචාරයක් නැති මී හරක් මොඩල්ස්ලයි ඒව ෆෝම් කරන ගොන් චැනලුයි මේ රටට පිළිලයක්
1792,1793,මේක බොරු කියන උන්ට පොන්නයයෙක් දම්ම ගස්සන්නද අ බෑද බෑද උබල කියනේ එයි ෆිල්ටි ගහපන් මුන්ට,YES,මේක බොරු කියන උන්ට පොන්නයයෙක් දම්ම ගස්සන්නද අ බෑද බෑද උබල කියනේ එයි ෆිල්ටි ගහපන් මුන්ට
1793,1794,ගොබ්බ ඉරාජ්ගේ තවත් එක් ගොන් ආතල් එකක්. මියුසික් වීඩියො වලට මිනිස්සු රවට්ටනවා. මේවට රැවටෙන ගොන්නුත් ඉන්නවනෙ,YES,ගොබ්බ ඉරාජ්ගේ තවත් එක් ගොන් ආතල් එකක්  මියුසික් වීඩියො වලට මිනිස්සු රවට්ටනවා  මේවට රැවටෙන ගොන්නුත් ඉන්නවනෙ
1794,1795,ගොං බඩු ටික ඔක්කොම ඉන්නව නේ මූ වෙඩින්ග් එකක් නෙවෙයි අරන් තියෙන්නෙ අන්තක් පුරයක් දල තියෙන්නෙ,YES,ගොං බඩු ටික ඔක්කොම ඉන්නව නේ මූ වෙඩින්ග් එකක් නෙවෙයි අරන් තියෙන්නෙ අන්තක් පුරයක් දල තියෙන්නෙ
1795,1796,මේකත් ගොං ආතල් එකක් නං මේ වගේ හිඟන වැඩ වලට ආයේ චාන්ස් එකක් දෙන්න එපා මචංලා දේශපාලඥයොන්ට අමතරව දැන් මේ යූටියුබ් සල්ලි හිඟන්නො තමයි රට කන්නෙ. උඹලගෙ ඔලු ගෙඩි එක එක චැනල් කාරයොන්ට පාවිච්චි කරන්න දෙන්න එපා.,YES,මේකත් ගොං ආතල් එකක් නං මේ වගේ හිඟන වැඩ වලට ආයේ චාන්ස් එකක් දෙන්න එපා මචංලා දේශපාලඥයොන්ට අමතරව දැන් මේ යූටියුබ් සල්ලි හිඟන්නො තමයි රට කන්නෙ  උඹලගෙ ඔලු ගෙඩි එක එක චැනල් කාරයොන්ට පාවිච්චි කරන්න දෙන්න එපා 
1796,1797,මගේ චැනල් එක සබ්ස්ක්‍රයිබ් කරල වීඩියෝ එකකට කමෙන්ට් කරන හැමෝවම මම සබ්ස්ක්‍රයිබ් කරනව.......,NO,මගේ චැනල් එක සබ්ස්ක්‍රයිබ් කරල වීඩියෝ එකකට කමෙන්ට් කරන හැමෝවම මම සබ්ස්ක්‍රයිබ් කරනව       
1803,1804,නොදකින් මුන්ට ඇයි රෙදි හෙලුවෙන් හිටියනම් ඉට වඩා කොදයි,YES,නොදකින් මුන්ට ඇයි රෙදි හෙලුවෙන් හිටියනම් ඉට වඩා කොදයි
1806,1807,මේකත් මොකක්හරි හුකන ආතල් එකක් වෙන්නැති මුන්ගෙ,YES,මේකත් මොකක්හරි හුකන ආතල් එකක් වෙන්නැති මුන්ගෙ
1811,1812,මේවා දැක්කහම සසර කලකිරෙනවා හුත්තෝ,YES,මේවා දැක්කහම සසර කලකිරෙනවා හුත්තෝ
1816,1817,අයියෝ ලංකාවේ බඩු වලට ගිය කලක්. සක්කිලි.,YES,අයියෝ ලංකාවේ බඩු වලට ගිය කලක්  සක්කිලි 
1817,1818,"ලංකාවේ ඉන්න 25,000.00/= බඩු ඔක්කොම එකම වහලක් යට...",YES,ලංකාවේ ඉන්න 25 000 00   බඩු ඔක්කොම එකම වහලක් යට   
1819,1820,"වේසියක් වෙන එකය් දැන් ට්‍රෙන්ඩ් එක, හම්මේ මෙහෙමත් ගොන් කෙල්ලො ගොඩක්",YES,වේසියක් වෙන එකය් දැන් ට්‍රෙන්ඩ් එක  හම්මේ මෙහෙමත් ගොන් කෙල්ලො ගොඩක්
1821,1822,මේ වගේ හැසිරෙන රටක එවුන් කියනවා අපි බුදු බණට හීලෑ. යක්කුලු මේවට නීතියෙන් දඩුවම් නෑ මොකද මේ දේවල් වලට දේශපාලන යත් සම්බන්ධ යි,YES,මේ වගේ හැසිරෙන රටක එවුන් කියනවා අපි බුදු බණට හීලෑ  යක්කුලු මේවට නීතියෙන් දඩුවම් නෑ මොකද මේ දේවල් වලට දේශපාලන යත් සම්බන්ධ යි
1823,1824,මෙච්චර ලොකු වලියකදීත් කවුශි කුක්කු පෙන්න පෙන්න පිස්සු නටනවා,YES,මෙච්චර ලොකු වලියකදීත් කවුශි කුක්කු පෙන්න පෙන්න පිස්සු නටනවා
1826,1827,කෝම හරි විශ්වකියන්නෙ පොන්නයෙක්නෙ,YES,කෝම හරි විශ්වකියන්නෙ පොන්නයෙක්නෙ
1827,1828,ගොන් හත්ත පිලිගන්නවනෙ මුන්ගෙ බය්ලා,YES,ගොන් හත්ත පිලිගන්නවනෙ මුන්ගෙ බය්ලා
1828,1829,"කාන්තා ඔබට පමනයි.උගත් නිරෝගී යුවලක් විසින් තනිව සිටින හෝ සැමිය නොමැති නිරෝගී වැදගත් කාන්තාවන් සදහා ඉතා සෞඛ්‍යාරක්ෂිතව ඔබ කැමති විශ්වාසනීය ස්තානයක, ඔබ කැමති අයුරින් සම්බාහනය ලබා දෙනු ලැබේ. විශ්වාසය හා පුද්ගලිකත්වය දෙපාර්ශ්වයේම රැකෙන ලෙස සිදු විය යුතුයි. හමුවක් සදහා 3000 අය කෙරේ. 0711595306",NO,කාන්තා ඔබට පමනයි උගත් නිරෝගී යුවලක් විසින් තනිව සිටින හෝ සැමිය නොමැති නිරෝගී වැදගත් කාන්තාවන් සදහා ඉතා සෞඛ්‍යාරක්ෂිතව ඔබ කැමති විශ්වාසනීය ස්තානයක  ඔබ කැමති අයුරින් සම්බාහනය ලබා දෙනු ලැබේ  විශ්වාසය හා පුද්ගලිකත්වය දෙපාර්ශ්වයේම රැකෙන ලෙස සිදු විය යුතුයි  හමුවක් සදහා 3000 අය කෙරේ  0711595306
1833,1834,වීඩියෝ හදාගෙන. එව්වා ලීක් කරගෙන ජනප්‍රිය වෙන්න විදින දුකක්. වැඩක් නෑ ඉතින්. දැන් නම් ඒ සෙට් එකම දැක්කත් අප්පිරියයි.,YES,වීඩියෝ හදාගෙන  එව්වා ලීක් කරගෙන ජනප්‍රිය වෙන්න විදින දුකක්  වැඩක් නෑ ඉතින්  දැන් නම් ඒ සෙට් එකම දැක්කත් අප්පිරියයි 
1834,1835,ලෝකයා මෙව්වා දැක්කොත් අඹ ඇටේ සිතියමෙනුත් මකල නවතින්නේ යකෝව් මාකටිං ෆකේ මාකටි රෝල් කරල ගහ ගනිං අහවල් දිහෑ,YES,ලෝකයා මෙව්වා දැක්කොත් අඹ ඇටේ සිතියමෙනුත් මකල නවතින්නේ යකෝව් මාකටිං ෆකේ මාකටි රෝල් කරල ගහ ගනිං අහවල් දිහෑ
1838,1839,හසිනට බඩුව ගහන්න කීයක් ගන්නවද දැන් නෑ බන්. එක්කො ඕනෙ නෑ ඕකිට ඒස්ට්ද දැන් නෑ සමාජ රෝගබන් ඕව,YES,හසිනට බඩුව ගහන්න කීයක් ගන්නවද දැන් නෑ බන්  එක්කො ඕනෙ නෑ ඕකිට ඒස්ට්ද දැන් නෑ සමාජ රෝගබන් ඕව
1842,1843,"දැන් මේක බලල හසිනිට ගිහින් අරින්න කියලද හුත්තො කියන්නෙ?අදාල නැති හුත්තවල් දාන්නනම් පුළුවන්,වැදගත් වීඩියෝ එකක් දාන්න බෑ.අනේ හුකේ නන්නානේ",YES,දැන් මේක බලල හසිනිට ගිහින් අරින්න කියලද හුත්තො කියන්නෙ අදාල නැති හුත්තවල් දාන්නනම් පුළුවන් වැදගත් වීඩියෝ එකක් දාන්න බෑ අනේ හුකේ නන්නානේ
1846,1847,අඬවැඩියා හොටු සින්දු වලට වඩා කොච්චර ලස්සනද? දැන් දැන් ලස්සන අමුතුම මෙව්වා එකක් එන සින්දු හැදෙනවා... සින්දුව පට්ට,NO,අඬවැඩියා හොටු සින්දු වලට වඩා කොච්චර ලස්සනද  දැන් දැන් ලස්සන අමුතුම මෙව්වා එකක් එන සින්දු හැදෙනවා    සින්දුව පට්ට
1849,1850,සින්දුව ලස්සනයි ගොඩක්..සචිනි අක්කියගේ නැටුම ගොඩාරියක් ලස්සනයි,NO,සින්දුව ලස්සනයි ගොඩක්  සචිනි අක්කියගේ නැටුම ගොඩාරියක් ලස්සනයි
1852,1853,ෂෙහාන් අයියා ඉඳලා ඉඳලා වැඩක් කලොත් ආයෙත් ඉතින් සුපිරි තමා..... නියමයි මේකත්.....,NO,ෂෙහාන් අයියා ඉඳලා ඉඳලා වැඩක් කලොත් ආයෙත් ඉතින් සුපිරි තමා      නියමයි මේකත්     
1854,1855,තද බ්‍රෝ උබල වගේ එව්වෝ තමා බන් ලනංකවට ඔනී නැතුව වැලලෙන සිංදු කියන එව්වෝ නෙවෙයි සිංදුව පට්ට ඈ,NO,තද බ්‍රෝ උබල වගේ එව්වෝ තමා බන් ලනංකවට ඔනී නැතුව වැලලෙන සිංදු කියන එව්වෝ නෙවෙයි සිංදුව පට්ට ඈ
1855,1856,"නොමිලේ ඕනම දෙයක් විකුනගන්න, සොයාගන්න දැන්ම පිවිසෙන්න",NO,නොමිලේ ඕනම දෙයක් විකුනගන්න  සොයාගන්න දැන්ම පිවිසෙන්න
1857,1858,සුදු කොඩිය ගෙ ගාව එල්ලන තුරු ඉන්නට එපා දෙන්න ඔය අත සුදු මේ සින්දුවට ගහන්න ඕකට බැ,NO,සුදු කොඩිය ගෙ ගාව එල්ලන තුරු ඉන්නට එපා දෙන්න ඔය අත සුදු මේ සින්දුවට ගහන්න ඕකට බැ
1859,1860,.එයා පස්සේ කාලෙක විවාහ වෙනවා.එත් තමන්ගේ නොදැකපු ආදරේ මතකෙත් එක්ක එයාට තමන්ගේ බිරිඳ එක්ක සතුටින් ඉන්න බැරිවෙනවා.රණ්ඩු ඇතිවෙනවා. බිරිඳ ප්‍රශ්න නිසා ගෙදරින් ගියාට පස්සේ පිරිමි ළමයාට ගෙදරදී අහම්බෙන් බිරිඳ ළග තිබුණ ලියුම් වගයක් හම්බවෙනවා. ඒවා අරන් බලද්දී ඒ ලියුම් තමන් ආදරේ කරපු ගැහැණු ළමයට තමන් යවපු ලියුම් කියලා එයා දකිනවා. එවෙලේ එයා දැනගන්නවා නොදැකපු තමන් ආදරය කරපු කෙනාමයි තමන්ගේ බිරිඳ වෙලා තියෙන්නේ කියලා. ඒ හින්දා එයා බිරිඳව ආයේ හොයාගෙන යනවා,NO, එයා පස්සේ කාලෙක විවාහ වෙනවා එත් තමන්ගේ නොදැකපු ආදරේ මතකෙත් එක්ක එයාට තමන්ගේ බිරිඳ එක්ක සතුටින් ඉන්න බැරිවෙනවා රණ්ඩු ඇතිවෙනවා  බිරිඳ ප්‍රශ්න නිසා ගෙදරින් ගියාට පස්සේ පිරිමි ළමයාට ගෙදරදී අහම්බෙන් බිරිඳ ළග තිබුණ ලියුම් වගයක් හම්බවෙනවා  ඒවා අරන් බලද්දී ඒ ලියුම් තමන් ආදරේ කරපු ගැහැණු ළමයට තමන් යවපු ලියුම් කියලා එයා දකිනවා  එවෙලේ එයා දැනගන්නවා නොදැකපු තමන් ආදරය කරපු කෙනාමයි තමන්ගේ බිරිඳ වෙලා තියෙන්නේ කියලා  ඒ හින්දා එයා බිරිඳව ආයේ හොයාගෙන යනවා
1860,1861,කූඹියෝ වගේ කල්පනා කරන්න ඔනේ විශුවල් එකක් හෙනම ලස්සන සින්දුවකට ගැලපුවේ කොහොමද කියල මම තාම හිතනවා. නිරුවතට වඩා අරුතට තැන දීපු එකට ඔබලාට බෙහෙවින්ම තුති!!,NO,කූඹියෝ වගේ කල්පනා කරන්න ඔනේ විශුවල් එකක් හෙනම ලස්සන සින්දුවකට ගැලපුවේ කොහොමද කියල මම තාම හිතනවා  නිරුවතට වඩා අරුතට තැන දීපු එකට ඔබලාට බෙහෙවින්ම තුති  
1861,1862,ලංකාවේ ගීත කලාව අගාධයට යනවා කියලා කිව්වට මේ ඉන්නේ අමරදේවලා - මහගමසේකරලා - අජන්තා වගේ අපේ කම අපේ හැටියට පදමට රස ගන්වන්න පුලුවන් අපේ පරපුරේ කළාකරුවෝ! හදවතින්ම ස්තූති අපිට අහන්න ගීත හදනවට !,NO,ලංකාවේ ගීත කලාව අගාධයට යනවා කියලා කිව්වට මේ ඉන්නේ අමරදේවලා   මහගමසේකරලා   අජන්තා වගේ අපේ කම අපේ හැටියට පදමට රස ගන්වන්න පුලුවන් අපේ පරපුරේ කළාකරුවෝ  හදවතින්ම ස්තූති අපිට අහන්න ගීත හදනවට  
1862,1863,"මේවනෙ අප්පා නිර්මාණ කියන්නේ. ගෑනු නිරුවත් වෙන චුයින්ගම් සින්දු වලට වඩා කොච්චර රසවත්ද, අරත්වත්ද....ඉතාම ලස්සන නිර්මාණයක්. ඉදිරියටත් මේ වගේ නිර්මාණ කරන්න. ජය වේවා...",NO,මේවනෙ අප්පා නිර්මාණ කියන්නේ  ගෑනු නිරුවත් වෙන චුයින්ගම් සින්දු වලට වඩා කොච්චර රසවත්ද  අරත්වත්ද    ඉතාම ලස්සන නිර්මාණයක්  ඉදිරියටත් මේ වගේ නිර්මාණ කරන්න  ජය වේවා   
1864,1865,බොහෝ දෙනා ජිවිතයේ තමන්ට මග හැරුණු දේවල් ගැන දුක් වෙමින් තමා සතු දේට දියයුතු වටිනාකම දෙන්නේ නෑ. තමා සතු දේ තමාට මගහැරුණු දේට වඩා වටිනවා කියල හිතන්න තරම් ගොඩ දෙනෙකුට වාසනාව නෑ.,NO,බොහෝ දෙනා ජිවිතයේ තමන්ට මග හැරුණු දේවල් ගැන දුක් වෙමින් තමා සතු දේට දියයුතු වටිනාකම දෙන්නේ නෑ  තමා සතු දේ තමාට මගහැරුණු දේට වඩා වටිනවා කියල හිතන්න තරම් ගොඩ දෙනෙකුට වාසනාව නෑ 
1865,1866,"මට නං හිතෙන්නේ..ගැහැණු ළමයා දන්නවා..එයා බැදලා ඉන්නෙ, එයා ලියුම් යවපු කෙනාවමයි කියල.. මොකද විවාහ වුණු මොහොතේ ඉඳන් එයා ලොකූ සතුටකින් ඉන්නෙ.. ඒ සතුට, පතපු ආදරේ ලැබුණු කෙනෙක්ගෙන් දකින්න ලැබෙන සතුටක් කියලායි මට හිතෙන්නෙ.",NO,මට නං හිතෙන්නේ  ගැහැණු ළමයා දන්නවා  එයා බැදලා ඉන්නෙ  එයා ලියුම් යවපු කෙනාවමයි කියල   මොකද විවාහ වුණු මොහොතේ ඉඳන් එයා ලොකූ සතුටකින් ඉන්නෙ   ඒ සතුට  පතපු ආදරේ ලැබුණු කෙනෙක්ගෙන් දකින්න ලැබෙන සතුටක් කියලායි මට හිතෙන්නෙ 
1869,1870,කාලෙකට පස්සේ හරිම කලාත්මක රූප රචනයක් එක්ක හදවත ට ලන්වෙන වචන වලින් කරපු ලස්සන සින්දුවක්... ගායකයාගේ දක්ශතාව වගේම සජානා අක්කිගෙයි ඔය ඉන්න අයියගෙයි භාවපූර්ණ රන්ගනය නිසා තවත් ලස්සන වෙලා... සමාවෙන්න ඕනෙ මන් මේ අයියගෙ නම නම් දන්නෙ නැහැ,NO,කාලෙකට පස්සේ හරිම කලාත්මක රූප රචනයක් එක්ක හදවත ට ලන්වෙන වචන වලින් කරපු ලස්සන සින්දුවක්    ගායකයාගේ දක්ශතාව වගේම සජානා අක්කිගෙයි ඔය ඉන්න අයියගෙයි භාවපූර්ණ රන්ගනය නිසා තවත් ලස්සන වෙලා    සමාවෙන්න ඕනෙ මන් මේ අයියගෙ නම නම් දන්නෙ නැහැ
1877,1878,ලස්සනයි ගොඩක් ලස්සනයි සිංදුව. මේ වගේ හොද අහන්න පුලුවන් ගීත තව තවත් රටට දායද කරන්න ඔබට ශක්තිය ලැබේවා. ඔබ වගේ නිර්මාණ කරැවන් ගායකයින් තමයි රටට වුවමනා. ඔබට ජය වේවා!,NO,ලස්සනයි ගොඩක් ලස්සනයි සිංදුව  මේ වගේ හොද අහන්න පුලුවන් ගීත තව තවත් රටට දායද කරන්න ඔබට ශක්තිය ලැබේවා  ඔබ වගේ නිර්මාණ කරැවන් ගායකයින් තමයි රටට වුවමනා  ඔබට ජය වේවා 
1879,1880,"සඳ නාරී මිලියන 1.5 ! සුබ පැතුම්! හර්ෂ, ඔය සවන් වශී කරන කටහඬ අපේ හුස්මේ සැමදා රඳවන්න තව තවත් ගීත නිර්මාණය කරන්න ඔබට ශක්තිය!",NO,සඳ නාරී මිලියන 1 5   සුබ පැතුම්  හර්ෂ  ඔය සවන් වශී කරන කටහඬ අපේ හුස්මේ සැමදා රඳවන්න තව තවත් ගීත නිර්මාණය කරන්න ඔබට ශක්තිය 
1892,1893,ඒ සිංදුවනම් හිතට වැදුනා. මාරම මාරයි. කොච්චර ඇහුවත් එපාවෙන්නෑ. සදනාරී 2 ඕනේ..... මම අහපු ලස්සනම සින්දුව.,NO,ඒ සිංදුවනම් හිතට වැදුනා  මාරම මාරයි  කොච්චර ඇහුවත් එපාවෙන්නෑ  සදනාරී 2 ඕනේ      මම අහපු ලස්සනම සින්දුව 
1894,1895,එකෙන්ම සුපිරියි සනුක සහෝ...ඇගට අමුතුම ගැම්මක් එන බීට් එකක්...ලිරික්ස් ටික ඊට දෙවනි නෑ වොයිස් එක ගැන ඉතින් කියන්න හෙයක් නෑ...දිගටම මෙ වගේ පට්ට සෝන්ග්ස් කරන්න. අපි උඹ එක්ක ඉන්නව සහෝ....,NO,එකෙන්ම සුපිරියි සනුක සහෝ   ඇගට අමුතුම ගැම්මක් එන බීට් එකක්   ලිරික්ස් ටික ඊට දෙවනි නෑ වොයිස් එක ගැන ඉතින් කියන්න හෙයක් නෑ   දිගටම මෙ වගේ පට්ට සෝන්ග්ස් කරන්න  අපි උඹ එක්ක ඉන්නව සහෝ    
1895,1896,"සංගීත වීඩියෝවක් නොමැතිව චිත්ත රූප මවන මෙම අගනා කලා නිර්මාණය පිළිබඳව කිසියම් විචාරයක් මාගේ සිතුවිලි වලට අනුව පැවසීමට මට අවසර. සිදුහත් යශෝදරා ,රාම සීතා,සාලිය අශෝකමාලා වැනි සාහිත්‍ය කෘතීන් සහ අතීත කතා වස්තූන් අනුව මෙයින් පළමුව හුදෙක් සත්‍ය ප්‍රේම භෘංග රාජයකුගේ ප්‍රේමකලම්බනයක් දෙස දකිනු රිසි වෙමි. එනම් සිය ප්‍රියම්බිකාව සමග සංසාරයේ සැරි සරණ ඔහුගේ පරම පිවිතුරු උත්තරීතර ප්‍රේමය මොනවට පිළිබිඹු කරන නිදසුනකි මෙය. ඇය සමගම උත්තරීතර ප්‍රේමයකින් වෙලී සිටින මෙම සත්‍ය ප්‍රේම භෘංග රාජයා තමන් ස්වප්නයකිනිදු වෙනත් ලලන ඇසුරක් හෝ පහසක් නොපතයි",NO,සංගීත වීඩියෝවක් නොමැතිව චිත්ත රූප මවන මෙම අගනා කලා නිර්මාණය පිළිබඳව කිසියම් විචාරයක් මාගේ සිතුවිලි වලට අනුව පැවසීමට මට අවසර  සිදුහත් යශෝදරා  රාම සීතා සාලිය අශෝකමාලා වැනි සාහිත්‍ය කෘතීන් සහ අතීත කතා වස්තූන් අනුව මෙයින් පළමුව හුදෙක් සත්‍ය ප්‍රේම භෘංග රාජයකුගේ ප්‍රේමකලම්බනයක් දෙස දකිනු රිසි වෙමි  එනම් සිය ප්‍රියම්බිකාව සමග සංසාරයේ සැරි සරණ ඔහුගේ පරම පිවිතුරු උත්තරීතර ප්‍රේමය මොනවට පිළිබිඹු කරන නිදසුනකි මෙය  ඇය සමගම උත්තරීතර ප්‍රේමයකින් වෙලී සිටින මෙම සත්‍ය ප්‍රේම භෘංග රාජයා තමන් ස්වප්නයකිනිදු වෙනත් ලලන ඇසුරක් හෝ පහසක් නොපතයි
1896,1897,"තමන් උපනුපන් ජාති ජාති දක්වාම එකී උත්තරීතර ප්‍රේමිය සමගම මනෝරථ පූරණය කරනු රිසි ඔහු, ඔහු හා සංවාසවම පමණක් වෙසෙන ලෙස ඇයගේ සිතට ආමන්ත්‍රණය කරයි.නිරතුරුවම තමන්ගේම කියා පවසන ලෙස අයදියි. ආදර දේදුන්න, එනම් අනංගගේ ධනු හීසර ඇය වෙතටම හෙලන ඔහු ඇගේ අකලංක ආදරය අපේක්ෂාවෙන් නිරතුරුවම බලා සිටියි.",NO,තමන් උපනුපන් ජාති ජාති දක්වාම එකී උත්තරීතර ප්‍රේමිය සමගම මනෝරථ පූරණය කරනු රිසි ඔහු  ඔහු හා සංවාසවම පමණක් වෙසෙන ලෙස ඇයගේ සිතට ආමන්ත්‍රණය කරයි නිරතුරුවම තමන්ගේම කියා පවසන ලෙස අයදියි  ආදර දේදුන්න  එනම් අනංගගේ ධනු හීසර ඇය වෙතටම හෙලන ඔහු ඇගේ අකලංක ආදරය අපේක්ෂාවෙන් නිරතුරුවම බලා සිටියි 
1897,1898,ඉතාම ඉහල මට්ටමේ නිර්මාන හැකියාවක් විදහා දැක්වීමක්. මෙහි එන කට හඩ මෙන්ම එය ඉදිරිපත් කිරිම නියම සින්හල ගතියක් පෙන්නුම් කරයි හාස්යය මෙන්ම අප රටෙහි පවතින ක්‍රමය ඉතාමත්ම සරලව පාටකයාට ඉදිරිපත් කිරිම මහගු හැකියාවකි.,NO,ඉතාම ඉහල මට්ටමේ නිර්මාන හැකියාවක් විදහා දැක්වීමක්  මෙහි එන කට හඩ මෙන්ම එය ඉදිරිපත් කිරිම නියම සින්හල ගතියක් පෙන්නුම් කරයි හාස්යය මෙන්ම අප රටෙහි පවතින ක්‍රමය ඉතාමත්ම සරලව පාටකයාට ඉදිරිපත් කිරිම මහගු හැකියාවකි 
1898,1899,"උබ කොහෙද බන් මෙච්චර කල් හිටියේ ? උබ එන්න තිබුනේ මිට කලින් බන් ..... මේ ඒක නෙමේ , උබට කොහෙන්ද බන් හැමෝගෙම නම්බර් ?",NO,උබ කොහෙද බන් මෙච්චර කල් හිටියේ   උබ එන්න තිබුනේ මිට කලින් බන්       මේ ඒක නෙමේ   උබට කොහෙන්ද බන් හැමෝගෙම නම්බර්  
1900,1901,පට්ට්ම සින්දුව. මෙච්චර දවස් ඇහුව අද තමා සින්දුව අපේ සනුක අයියගෙ කීල දන්නෙ. පට්ට්ම සින්දුව,NO,පට්ට්ම සින්දුව  මෙච්චර දවස් ඇහුව අද තමා සින්දුව අපේ සනුක අයියගෙ කීල දන්නෙ  පට්ට්ම සින්දුව
