,PhraseNo,Phrase,IsHateSpeech,cleaned_phrase
2270,2271,"සූර සරදියෙල් කරපු වැඩ එක්ක හැදුනු ප්‍රතිරූපයක් තියෙනවා, අර්තර් වී දියෙස් ගේ ප්‍රතිරුපේ හැදුනේ කොස් ගහ අපේ වලට හුඟක් කිට්ටු නිසා. මද්දුම බණ්ඩාර ගැන කිරිබොන පොඩි උන් හිටන් දන්නවා, NM පෙරේරා DB ජයතිලක කියන නම් වලට හැම හදකම ඉඩක් තියෙනවා, මහාචාර්ය සරච්චන්ද්‍ර හා තුනේ පන්තියටවිතරක් ගිය මාර්ටින් වික්‍රමසිංහ නම් ඇහුනත් මිනිස්සු ටිකකට නැවතිලා බලනවා. Prof JB / Carlo Fonseka / Nalin de silva කිව්වම ලංකාවේ මහා පවුර්ශ. ඇයි මේ පොල්කොළ ඉටිකොළ සිමෙන්ති අනාගෙන තමාගේම පිළිම තමන්ම අඹන්නේ, අර සමනත්‍ර භද්‍ර පිස්සු උන්නාන්සේ වගේ. අර හැම පෝයටම අධෝ වාහිනියට / ITN වාචාල ගොන් මඬලාවට එන අත්තනායක ආචාරියා වගේ. සුචරිත කම දෙකොනෙන් බේරෙනවා.",NO,සූර සරදියෙල් කරපු වැඩ එක්ක හැදුනු ප්‍රතිරූපයක් තියෙනවා  අර්තර් වී දියෙස් ගේ ප්‍රතිරුපේ හැදුනේ කොස් ගහ අපේ වලට හුඟක් කිට්ටු නිසා  මද්දුම බණ්ඩාර ගැන කිරිබොන පොඩි උන් හිටන් දන්නවා  NM පෙරේරා DB ජයතිලක කියන නම් වලට හැම හදකම ඉඩක් තියෙනවා  මහාචාර්ය සරච්චන්ද්‍ර හා තුනේ පන්තියටවිතරක් ගිය මාර්ටින් වික්‍රමසිංහ නම් ඇහුනත් මිනිස්සු ටිකකට නැවතිලා බලනවා  Prof JB   Carlo Fonseka   Nalin de silva කිව්වම ලංකාවේ මහා පවුර්ශ  ඇයි මේ පොල්කොළ ඉටිකොළ සිමෙන්ති අනාගෙන තමාගේම පිළිම තමන්ම අඹන්නේ  අර සමනත්‍ර භද්‍ර පිස්සු උන්නාන්සේ වගේ  අර හැම පෝයටම අධෝ වාහිනියට   ITN වාචාල ගොන් මඬලාවට එන අත්තනායක ආචාරියා වගේ  සුචරිත කම දෙකොනෙන් බේරෙනවා 
2272,2273,ඒක මකන්න න්‍යෂ්ටික බෝම්බ දැම්මත් බෑ. මේ එයාගේ 5% දිව්‍යඥානෙන් පේන දේවල් අපිට මොකටද පුන පුනා කියන්නේ. මේවා ගොන් Image building consultant ලගේ දිරච්ච ලනු. හැබැයි මෙයාගේ 5% මොලේ පාවිච්චි කරපු එක නම් ඇත්ත. මොකද අනෙක් 95% මහින්දගේ කලුසල්ලි හොර මොලේ. මහින්ද තමයි වටේ ඉන්න උන්ට අල්ලන බැරි විදියට හොරාකන්න පුරුදු කරේ. මේ වගේ තැන් වලට ගැලපෙන කියමන් දෙක තුනක් මතක් වෙනවා ගැමියෝ කියන. ඔන්න කනෝ පිනුම් කිව්වලු,NO,ඒක මකන්න න්‍යෂ්ටික බෝම්බ දැම්මත් බෑ  මේ එයාගේ 5  දිව්‍යඥානෙන් පේන දේවල් අපිට මොකටද පුන පුනා කියන්නේ  මේවා ගොන් Image building consultant ලගේ දිරච්ච ලනු  හැබැයි මෙයාගේ 5  මොලේ පාවිච්චි කරපු එක නම් ඇත්ත  මොකද අනෙක් 95  මහින්දගේ කලුසල්ලි හොර මොලේ  මහින්ද තමයි වටේ ඉන්න උන්ට අල්ලන බැරි විදියට හොරාකන්න පුරුදු කරේ  මේ වගේ තැන් වලට ගැලපෙන කියමන් දෙක තුනක් මතක් වෙනවා ගැමියෝ කියන  ඔන්න කනෝ පිනුම් කිව්වලු
2273,2274,"ඒ වගේම සිංහල සමාජේ තව කියමනක් තියෙනවා ""හොරාගේ අම්මගෙන් පේන ඇහීම වගේ"". මේ කියමන් දෙකෙන්ම පොතකින් කියන්න බැරි තරම් මනෝ රූප අපතුල මැවෙනවා. හැමදාම ලංකාවේ අපි TV එක ළඟ වාඩිවෙලා, තක්කඩි පල් හොරු විසි - තිස්දාහක කනා පිනුම් බල බලා, උන්ගේ දෙමවුපියන්ගෙන්ම හොරා ගැන පේන අහ අහ ඉන්න ගොන් රැලක් වෙලා.",NO,ඒ වගේම සිංහල සමාජේ තව කියමනක් තියෙනවා  හොරාගේ අම්මගෙන් පේන ඇහීම වගේ   මේ කියමන් දෙකෙන්ම පොතකින් කියන්න බැරි තරම් මනෝ රූප අපතුල මැවෙනවා  හැමදාම ලංකාවේ අපි TV එක ළඟ වාඩිවෙලා  තක්කඩි පල් හොරු විසි   තිස්දාහක කනා පිනුම් බල බලා  උන්ගේ දෙමවුපියන්ගෙන්ම හොරා ගැන පේන අහ අහ ඉන්න ගොන් රැලක් වෙලා 
2274,2275,President wenna one na. Policy maker kenek karala rata diunu karana wada tika meyata dunna nam sahena deyak karai.,NO,President wenna one na  Policy maker kenek karala rata diunu karana wada tika meyata dunna nam sahena deyak karai 
2279,2280,අපෝ... ධම්මික ලොක්කා චාටර්නේ ... මේ මොනවද කියන්නේ? AI ගැන සිගිති කථා නේ කියන්නේ ...,NO,අපෝ    ධම්මික ලොක්කා චාටර්නේ     මේ මොනවද කියන්නේ  AI ගැන සිගිති කථා නේ කියන්නේ    
2280,2281,"Macahn Chathura , Uba program eka handle karana widiha patta.harima lassanai.jaya weewa.",NO,Macahn Chathura   Uba program eka handle karana widiha patta harima lassanai jaya weewa 
2284,2285,I’m a Muslim ඒත් මං ආදරෙයි මගේ රටට පණ වගේ.. මම කවදාවත් හිතල නෑ මම මුස්ලිම් උඹ බෞධ්ද අරෑ හින්දු ක්‍රිස්තියානි කියලා.. මට නම් කිසිම ජාති බේදයක් නැහැ.. අපේ family එකෙත් කවුරැත් එහෙම නෑ..මම අදහන දෑ මට උඹ අදහන දෑ උඹට.. අපි කවුරැත් ඕව ප්‍රශ්ණයක් කරගන්න ඕන නෑ.. මොකද අපි ඔක්කොම එකයි.. අපි හැමෝම එක රටක ජිවත් වෙන්නේ.. මමනම් කියන්නේ ලංකාවේ ඉපදුන මමත් සිංහල.. මගේ ඇඟෙත් දුවන්නේ සිංහලේ..,NO,I’m a Muslim ඒත් මං ආදරෙයි මගේ රටට පණ වගේ   මම කවදාවත් හිතල නෑ මම මුස්ලිම් උඹ බෞධ්ද අරෑ හින්දු ක්‍රිස්තියානි කියලා   මට නම් කිසිම ජාති බේදයක් නැහැ   අපේ family එකෙත් කවුරැත් එහෙම නෑ  මම අදහන දෑ මට උඹ අදහන දෑ උඹට   අපි කවුරැත් ඕව ප්‍රශ්ණයක් කරගන්න ඕන නෑ   මොකද අපි ඔක්කොම එකයි   අපි හැමෝම එක රටක ජිවත් වෙන්නේ   මමනම් කියන්නේ ලංකාවේ ඉපදුන මමත් සිංහල   මගේ ඇඟෙත් දුවන්නේ සිංහලේ  
2285,2286,ආගම් කුළ භේද අපි කවුරැත් ප්‍රශ්ණයක් කරගන්න ඕන නෑ.. අපි ඔක්කොම එකයි.. අන්න ඒක කවුරැ කවුරැත් හිතට ගත්තනම් අපිත් දිවුනු වෙලා රටත් දිවුනු වෙලා.. පුංචි එංගලන්තයක් කරන්න පුලුවන්. වැරදි දෙයක් කිවුවනම් Sorry..,NO,ආගම් කුළ භේද අපි කවුරැත් ප්‍රශ්ණයක් කරගන්න ඕන නෑ   අපි ඔක්කොම එකයි   අන්න ඒක කවුරැ කවුරැත් හිතට ගත්තනම් අපිත් දිවුනු වෙලා රටත් දිවුනු වෙලා   පුංචි එංගලන්තයක් කරන්න පුලුවන්  වැරදි දෙයක් කිවුවනම් Sorry  
2286,2287,බුදු අම්මො කී පාරක්නම් ඇවිල්ලා බැලුවද Full Episode එක දාලද කියලා,NO,බුදු අම්මො කී පාරක්නම් ඇවිල්ලා බැලුවද Full Episode එක දාලද කියලා
2290,2291,එක තත්පරයක්වත් forward කරන්නෙ නැතුව බලපු video එකක්,NO,එක තත්පරයක්වත් forward කරන්නෙ නැතුව බලපු video එකක්
2297,2298,මොන ලබ්බක්ද යකෝ.තේරුමක් ඇති video එකක් කරපන්.ඉරාජ් වගේ වෙන්න ගිහින් තියන තැනත් නැති කර ගන්න එපා,YES,මොන ලබ්බක්ද යකෝ තේරුමක් ඇති video එකක් කරපන් ඉරාජ් වගේ වෙන්න ගිහින් තියන තැනත් නැති කර ගන්න එපා
2303,2304,"පොන්න වැඩ කරන්න එපා ඉරාජ් අයියේ. Dr. Abdul M.B.B.S (SAITN sri lanka) කෙලින්ම SAITM කියලා ගහපන්කෝ, පොන්න වැඩ කරන්නේ නැතුව. සිංදුව මෙලෝ රහක් නෑ. music කලාට කමක් නෑ. කඩේ යන්න එපා...!",YES,පොන්න වැඩ කරන්න එපා ඉරාජ් අයියේ  Dr  Abdul M B B S  SAITN sri lanka  කෙලින්ම SAITM කියලා ගහපන්කෝ  පොන්න වැඩ කරන්නේ නැතුව  සිංදුව මෙලෝ රහක් නෑ  music කලාට කමක් නෑ  කඩේ යන්න එපා    
2306,2307,raj ane uba wage gon harakek..hari video ekak karapan..kisima therumak na.thaththath casino eke kali ekka athal gananwa..uba namalge hotu kali gahanawa.ewa gahala karana video thama me.bhudda sasane kana ekekuth dagena karana gon Wada ethi BN.harajek unata eka pennanna EPA..,YES,raj ane uba wage gon harakek  hari video ekak karapan  kisima therumak na thaththath casino eke kali ekka athal gananwa  uba namalge hotu kali gahanawa ewa gahala karana video thama me bhudda sasane kana ekekuth dagena karana gon Wada ethi BN harajek unata eka pennanna EPA  
2309,2310,මචං iraj උබ දක්ෂ marketing පොරක්. ඒත් ආගමට ජාතියට නිග්‍රහ කරන්න එපා.උබට ජාතියක් ජන්මයක් නැති එකට සමස්ත ජාතියටම ආගමට මේ වගේ කරන්න එපා. සමන්ත්‍ර බද්ඳා කියන්නේ දේව දත්ත කෙනෙක්. උබට ටිකිරි මොලයක් හරි තියෙනවනන් දහම් පාසලකට ගිහින් තියෙනවනන් රහතන් වහන්සේ කෙනෙක් කියන්නෙ කොයි වගේ පුද්ගලයෙක්ද කියන එක දැන ගනිවී. මේ වගේ රග පාන නලුවෝ උබලටම තමා හොද. උබට මේ කරන දේවල් වලට මේ අත්මයේ දීම පලිසන් දෙනවා.,NO,මචං iraj උබ දක්ෂ marketing පොරක්  ඒත් ආගමට ජාතියට නිග්‍රහ කරන්න එපා උබට ජාතියක් ජන්මයක් නැති එකට සමස්ත ජාතියටම ආගමට මේ වගේ කරන්න එපා  සමන්ත්‍ර බද්ඳා කියන්නේ දේව දත්ත කෙනෙක්  උබට ටිකිරි මොලයක් හරි තියෙනවනන් දහම් පාසලකට ගිහින් තියෙනවනන් රහතන් වහන්සේ කෙනෙක් කියන්නෙ කොයි වගේ පුද්ගලයෙක්ද කියන එක දැන ගනිවී  මේ වගේ රග පාන නලුවෝ උබලටම තමා හොද  උබට මේ කරන දේවල් වලට මේ අත්මයේ දීම පලිසන් දෙනවා 
2310,2311,balan giyama meya piumita wada gonek ne.HE HE HE .........,YES,balan giyama meya piumita wada gonek ne HE HE HE          
2315,2316,fill t එක්ක ගහපු වීඩියෝ එක දැක්කම උබේ තාත්තට පාරෙ බැහැලා යන්න පුලුවන්ද?,NO,fill t එක්ක ගහපු වීඩියෝ එක දැක්කම උබේ තාත්තට පාරෙ බැහැලා යන්න පුලුවන්ද 
2322,2323,පට්ට බඩු..මේව පාරෙ යද්දි ගල් ගහන්න ඕන...වැරදි කරල කොච්චර හංගන්න හැදුවත් බෑ ගොන් වේසියේ...උඹලගෙ ජීවිත වලට උඹල respect කරන් නැත්නම්..වැරදි ලෝකෙන් හංගල අනිත් මිනිස්සුන්ගෙ ගෞරවය දිනා ගන්න උඹලට බෑ.,YES,පට්ට බඩු  මේව පාරෙ යද්දි ගල් ගහන්න ඕන   වැරදි කරල කොච්චර හංගන්න හැදුවත් බෑ ගොන් වේසියේ   උඹලගෙ ජීවිත වලට උඹල respect කරන් නැත්නම්  වැරදි ලෝකෙන් හංගල අනිත් මිනිස්සුන්ගෙ ගෞරවය දිනා ගන්න උඹලට බෑ 
2326,2327,"main sponsor ,manager එක්ක හුකලා තමයි videos වලට එන්නෙ නැතුව උබල නිකං එන්නේ නෑනේ..මිනිස්සු දන්නවා බං උඹලා ගැන කොච්චර පොෂ් වෙන්න හැදුවත් වැඩක් නෑ",YES,main sponsor  manager එක්ක හුකලා තමයි videos වලට එන්නෙ නැතුව උබල නිකං එන්නේ නෑනේ  මිනිස්සු දන්නවා බං උඹලා ගැන කොච්චර පොෂ් වෙන්න හැදුවත් වැඩක් නෑ
2329,2330,Lankawe inna අලුත් නළුනිළි යන්ට kiyanna wachana na.gon part මේවාට danawa,YES,Lankawe inna අලුත් නළුනිළි යන්ට kiyanna wachana na gon part මේවාට danawa
2331,2332,Me minissunta onnathi deyak na kath ekka hitiyath moko,NO,Me minissunta onnathi deyak na kath ekka hitiyath moko
2333,2334,එකි අරුට කියලා ඇරගේන දැන් එනවා so so kiyann .අනේ පවු dan oyaaa kohomath baduwe wela inne aiyooooooo salli .,YES,එකි අරුට කියලා ඇරගේන දැන් එනවා so so kiyann  අනේ පවු dan oyaaa kohomath baduwe wela inne aiyooooooo salli  
2334,2335,"Hashini comments dana ayatath podi chance ekak denna berida,nikan lampuwa allanna wage.",NO,Hashini comments dana ayatath podi chance ekak denna berida nikan lampuwa allanna wage 
2336,2337,mudukku wala heduna awn thama me widiyata hesirenne. kisima wili lejjawak nethi wesaganan. wahinakota hena gahanna one munta. lankawa winasa karanawata.,NO,mudukku wala heduna awn thama me widiyata hesirenne  kisima wili lejjawak nethi wesaganan  wahinakota hena gahanna one munta  lankawa winasa karanawata 
2338,2339,මේ comment එකට like එකක් නොදා ඔයගොල්ලෝ සතුටින් ඉන්න හොදේ,NO,මේ comment එකට like එකක් නොදා ඔයගොල්ලෝ සතුටින් ඉන්න හොදේ
2341,2342,"Wooowwww teledrama එක කොහොම වුනත් සිංදුව නම් මාරම ලස්සනයි.. ගයමු දවසක ජිවිතේ තාලේ,,",NO,Wooowwww teledrama එක කොහොම වුනත් සිංදුව නම් මාරම ලස්සනයි   ගයමු දවසක ජිවිතේ තාලේ  
2345,2346,Ane aththamai meke ad kara akkai අයියය් harima lassanai,NO,Ane aththamai meke ad kara akkai අයියය් harima lassanai
2346,2347,Pramoth ganearachchi ..ඔයාට වැරදුනේ na...දෙරණ ඔයාව අමතක කළේ na නේද ...,NO,Pramoth ganearachchi   ඔයාට වැරදුනේ na   දෙරණ ඔයාව අමතක කළේ na නේද    
2350,2351,Music එක වගේම කතාවත් ලස්සනයි කියලා හිතනවා.,NO,Music එක වගේම කතාවත් ලස්සනයි කියලා හිතනවා 
2351,2352,niyama kathawa lawan aiya niyamata acting karanawa superb,NO,niyama kathawa lawan aiya niyamata acting karanawa superb
2352,2353,lassani godakkkk .man asai e song ekata,NO,lassani godakkkk  man asai e song ekata
2353,2354,"මමත් dream star yanna hithan hitiye, ath mata රඟපාන්න bee.. a nisa adahasa wenas kla",NO,මමත් dream star yanna hithan hitiye  ath mata රඟපාන්න bee   a nisa adahasa wenas kla
2354,2355,Me teledrama eka harima lassanai meka jiwita kalayatama thiyannawam,NO,Me teledrama eka harima lassanai meka jiwita kalayatama thiyannawam
2356,2357,Pttt broo අපි ආසාවෙන් බලන කතාවක් සුපිරි,NO,Pttt broo අපි ආසාවෙන් බලන කතාවක් සුපිරි
2358,2359,"meke inna chuty babage team eke ,,mahatha ayyage name eka mokakda,,[bolaa maama] kiyana kenage",NO,meke inna chuty babage team eke   mahatha ayyage name eka mokakda   bolaa maama  kiyana kenage
2359,2360,ඇප් එක රිලීස් වුනේ පෙබරවාරි 13 හැබැයි රැල්ලට යන්න කලින් Account එකක් හදා ගන්න. බොරු බොරු කියල ඉන්නෙ නැතිව පොඩ්ඩක් ට්‍රයි කරන්න,NO,ඇප් එක රිලීස් වුනේ පෙබරවාරි 13 හැබැයි රැල්ලට යන්න කලින් Account එකක් හදා ගන්න  බොරු බොරු කියල ඉන්නෙ නැතිව පොඩ්ඩක් ට්‍රයි කරන්න
2360,2361,"මේකේ BTC හොයන්නයි තියෙන්නේ. දැනට නම් Invite කරල රෙෆරල් කරන එකට තමයි ගෙවන්නේ. එහෙම හොයන Gems පැය දොලහෙන් දොලහට වගේ, එකතු කරන්න දෙනවා.",NO,මේකේ BTC හොයන්නයි තියෙන්නේ  දැනට නම් Invite කරල රෙෆරල් කරන එකට තමයි ගෙවන්නේ  එහෙම හොයන Gems පැය දොලහෙන් දොලහට වගේ  එකතු කරන්න දෙනවා 
2361,2362,ඊට පස්සේ ලංකාවේ වෙලාවෙන් නම් රෑ 7.30ට Gems $/BTC වලට Exchange වෙනවා. මෙයාලා කියන්නෙ එක්කෙනෙක්ට 20$ වගේ දෙන්න බලාපොරොත්තු වෙනව කියල.,NO,ඊට පස්සේ ලංකාවේ වෙලාවෙන් නම් රෑ 7 30ට Gems   BTC වලට Exchange වෙනවා  මෙයාලා කියන්නෙ එක්කෙනෙක්ට 20  වගේ දෙන්න බලාපොරොත්තු වෙනව කියල 
2363,2364,මේ ලින්ක් එකෙන් රෙජිස්ටර් වෙන්න Gems 10000ක් හම්බ වෙයි. ඒ වගේම ඩොලර් මිලියනයක් දින්න චාන්ස් එකකුත් ලැබේබී.,NO,මේ ලින්ක් එකෙන් රෙජිස්ටර් වෙන්න Gems 10000ක් හම්බ වෙයි  ඒ වගේම ඩොලර් මිලියනයක් දින්න චාන්ස් එකකුත් ලැබේබී 
2364,2365,මුලින්ම මේ ලින්ක් එකෙන් ගියාම Login With Google දෙන්න. ඊට පස්සේ Gmail එකක් දීලා පර්මිසන් වගයක් Allow කරන්න ඉල්ලයි ඒක කරන්න.,NO,මුලින්ම මේ ලින්ක් එකෙන් ගියාම Login With Google දෙන්න  ඊට පස්සේ Gmail එකක් දීලා පර්මිසන් වගයක් Allow කරන්න ඉල්ලයි ඒක කරන්න 
2365,2366,ඊට පස්සෙ Play Store එකට යයි. ඇප් එක අරන් ඕපන් කලාට පස්සේ Google Account පෙන්නයි. කලින් දුන්න Email Address එකේ Account එක Select කරන්න. ඊට පස්සේ ලොග් වෙන්න,NO,ඊට පස්සෙ Play Store එකට යයි  ඇප් එක අරන් ඕපන් කලාට පස්සේ Google Account පෙන්නයි  කලින් දුන්න Email Address එකේ Account එක Select කරන්න  ඊට පස්සේ ලොග් වෙන්න
2367,2368,මේ ඇප් එක නම් කොලෝන් කරන්න / එකවුන්ට් දෙකක් හදන්න එහෙම යන්න එපා බෑන් කරාවී. ඒක දන්නව ඇති පිවොට් එකෙන් බෑන් උන කට්ටිය. එහෙම උනොත් ආයේ හදන හදන Account එක බෑන් වෙයි. ඔන්න කලින්ම කීවා,NO,මේ ඇප් එක නම් කොලෝන් කරන්න   එකවුන්ට් දෙකක් හදන්න එහෙම යන්න එපා බෑන් කරාවී  ඒක දන්නව ඇති පිවොට් එකෙන් බෑන් උන කට්ටිය  එහෙම උනොත් ආයේ හදන හදන Account එක බෑන් වෙයි  ඔන්න කලින්ම කීවා
2368,2369,Marai a kathawa. Harima lassanai. Mn godak aasai. Mechchara dawasakata balapu lassanama kathawa. Hamadama balanawa. Aththatama eka dawasak balala digatama balanna hitha gaththa. Wow,NO,Marai a kathawa  Harima lassanai  Mn godak aasai  Mechchara dawasakata balapu lassanama kathawa  Hamadama balanawa  Aththatama eka dawasak balala digatama balanna hitha gaththa  Wow
2369,2370,යනගමන් Subscribe පාරක් දාගෙන යනවද කට්ටිය,NO,යනගමන් Subscribe පාරක් දාගෙන යනවද කට්ටිය
2370,2371,සිංදුව ලස්සනයි අයියේ good luck,NO,සිංදුව ලස්සනයි අයියේ good luck
2371,2372,Me drama ekath episodes 1000 k withra yaida?,NO,Me drama ekath episodes 1000 k withra yaida 
2372,2373,@t ඇහෙනකොට අහගෙන ඉන්න ආස හිතෙන සින්දුවක් . අහලම බලන්න :),NO, t ඇහෙනකොට අහගෙන ඉන්න ආස හිතෙන සින්දුවක්   අහලම බලන්න   
2373,2374,Me gaani atthatama සිංහල dannema nadda .,NO,Me gaani atthatama සිංහල dannema nadda  
2374,2375,Mona hari aulak thiyanawa.kella balapan ubata weradila muge wayasa tikak .?,NO,Mona hari aulak thiyanawa kella balapan ubata weradila muge wayasa tikak   
2375,2376,Gon huththiyek,YES,Gon huththiyek
2376,2377,"පිස්සු හුත්තිලා, මුන් වගේ උන් නිසා හොඳ කෙල්ලන්වත් දූෂණය කරන්න නාකි ඉතිං දුවනවා කියපන්කෝ!!! මේ, මෙයාව sponsor කරන්න එතකොට තව ඔයිට වඩා නාකි උන්ටත් ඔහොම බදාගෙන ඉන්න පුළුවන් අනේ පව්!!! Sponsor කරලා විතරයිනෙ...අනෙ අම්මේ, උඹල වගේ උනුත් පලයල්ලකො පාර්ලිමේන්තුවට!!!",YES,පිස්සු හුත්තිලා  මුන් වගේ උන් නිසා හොඳ කෙල්ලන්වත් දූෂණය කරන්න නාකි ඉතිං දුවනවා කියපන්කෝ    මේ  මෙයාව sponsor කරන්න එතකොට තව ඔයිට වඩා නාකි උන්ටත් ඔහොම බදාගෙන ඉන්න පුළුවන් අනේ පව්    Sponsor කරලා විතරයිනෙ   අනෙ අම්මේ  උඹල වගේ උනුත් පලයල්ලකො පාර්ලිමේන්තුවට   
2377,2378,"Aththatama mama video eka baluwe na, mulinama kare comments tika kiyawanna awa. Maru jolly appa mewa kiyawanakota.",NO,Aththatama mama video eka baluwe na  mulinama kare comments tika kiyawanna awa  Maru jolly appa mewa kiyawanakota 
2378,2379,Gon badu form karanna epa,YES,Gon badu form karanna epa
2379,2380,Yes so but ammage redda pala belli konakata dannttn waren kiyala denna,YES,Yes so but ammage redda pala belli konakata dannttn waren kiyala denna
2381,2382,Ane ithin adagenama nagena paw apppa lejjawe vachana tepalenava,NO,Ane ithin adagenama nagena paw apppa lejjawe vachana tepalenava
2382,2383,Ammpa me wesiyont lajja nane,YES,Ammpa me wesiyont lajja nane
2383,2384,Video aka karannath hambela thiyanne room akakk. Ada uda edan video aka karala thiyanna. Wadagath ganulamayak sponsor akka room aka thaniyama video akak karaida?,NO,Video aka karannath hambela thiyanne room akakk  Ada uda edan video aka karala thiyanna  Wadagath ganulamayak sponsor akka room aka thaniyama video akak karaida 
2384,2385,Lankawe dan badui horui minimaruwoi mankolla karayoi tamai inne dan,YES,Lankawe dan badui horui minimaruwoi mankolla karayoi tamai inne dan
2385,2386,sinhalen kiyapan.ganiye.therenne na,NO,sinhalen kiyapan ganiye therenne na
2386,2387,meunta monawat danna ma nadda,NO,meunta monawat danna ma nadda
2387,2388,Gon gahak so but so but onada bn e,YES,Gon gahak so but so but onada bn e
2388,2389,Monoda bn me inglish ane huke,YES,Monoda bn me inglish ane huke
2389,2390,Paw bn meki mama hithanne nevedikawak wenna hadanne aru ba ba ba .... gana wa meki kiyanawa golden wards lu thopi jathaka kelata wada hodai yako us mahath keranna kerapu viyadamen pol waththak wawa nawa nondi nathuwa vikunagena kanna puluwan,NO,Paw bn meki mama hithanne nevedikawak wenna hadanne aru ba ba ba      gana wa meki kiyanawa golden wards lu thopi jathaka kelata wada hodai yako us mahath keranna kerapu viyadamen pol waththak wawa nawa nondi nathuwa vikunagena kanna puluwan
2390,2391,Ubala thama dawasakatat ganu.. p.. hina ithin mewata...,NO,Ubala thama dawasakatat ganu   p   hina ithin mewata   
2391,2392,Mun okkom badu boruwata baila gahanawa,YES,Mun okkom badu boruwata baila gahanawa
2392,2393,Ow ow matath therune purtugisi basawa wage thamai,NO,Ow ow matath therune purtugisi basawa wage thamai
2393,2394,Nodanna English katharanna gihing redi galaunada manda,NO,Nodanna English katharanna gihing redi galaunada manda
2394,2395,Adoooo anna u france walinda kohedooo kata kara....grade 8 walata iskole gihin nathi wesiyo moddeling chuttak kalama hithanne ane eki thama queen elizebeth kiyala...,YES,Adoooo anna u france walinda kohedooo kata kara    grade 8 walata iskole gihin nathi wesiyo moddeling chuttak kalama hithanne ane eki thama queen elizebeth kiyala   
2395,2396,Huththata english aava neththang sinhalen katha karapan huththo,YES,Huththata english aava neththang sinhalen katha karapan huththo
2396,2397,aiyooo ratakat giya kala,NO,aiyooo ratakat giya kala
2397,2398,adeeh ayeth gihin live ma awith ada udama balapan konedeth awl mekige,NO,adeeh ayeth gihin live ma awith ada udama balapan konedeth awl mekige
2398,2399,daenina kata karagaena ewara wela apeta baila gahanawa..aiyo..salile,NO,daenina kata karagaena ewara wela apeta baila gahanawa  aiyo  salile
2399,2400,Amu wesiyak,YES,Amu wesiyak
2400,2401,lajjawai aththai waha ganna klchchara vidio dammath boru kiwwat wadak nh hasini.paw oya,NO,lajjawai aththai waha ganna klchchara vidio dammath boru kiwwat wadak nh hasini paw oya
2401,2402,Wow. Pattama lassana tele drama ekak. Derana hemadama aluth wedak karanawata thanks. ගයමූ.....දවසක ජීවිතේ... තාලේ..,NO,Wow  Pattama lassana tele drama ekak  Derana hemadama aluth wedak karanawata thanks  ගයමූ     දවසක ජීවිතේ    තාලේ  
2403,2404,Meke inna sudu aiya shoi ane. Eyawa contact krala dennako,NO,Meke inna sudu aiya shoi ane  Eyawa contact krala dennako
2405,2406,Pramoth aiye oyata waradune ne aiye oyya hemadama ape hero adarei hemadamath api ambilipitiye set eka,NO,Pramoth aiye oyata waradune ne aiye oyya hemadama ape hero adarei hemadamath api ambilipitiye set eka
2406,2407,නියමයි. Subscribe ඔනේ නම් මවත් Subscribe කරලා රිප්ලයි එකක් දන්න. මමත් sub කරන්නම්.,NO,නියමයි  Subscribe ඔනේ නම් මවත් Subscribe කරලා රිප්ලයි එකක් දන්න  මමත් sub කරන්නම් 
2408,2409,Happo mekath ithin api merenakanma thiyei.... iwara wenne mewa.,NO,Happo mekath ithin api merenakanma thiyei     iwara wenne mewa 
2414,2415,"ithing dinapu ekata dos kiyala wedak nhe ne bang. unta chandey deepu herio kawda kiyala hoyanna oney. deng aputa dannawa kusal janith eda kiwweth mehe inna ewun gen siduwena dewal gena ne. ehema weddith methana asadaranayak una nam. Harin fernando emathy thymani, oba thumatama baarai",NO,ithing dinapu ekata dos kiyala wedak nhe ne bang  unta chandey deepu herio kawda kiyala hoyanna oney  deng aputa dannawa kusal janith eda kiwweth mehe inna ewun gen siduwena dewal gena ne  ehema weddith methana asadaranayak una nam  Harin fernando emathy thymani  oba thumatama baarai
2421,2422,"Lankawe cricket nathi karalama danna barida, munta rate salli kochara winasa kara awada,",NO,Lankawe cricket nathi karalama danna barida  munta rate salli kochara winasa kara awada 
2422,2423,Oka kiyana taram maha loku keruwawak nowei murali kiyanne kelin kata karana sinhalayan akka hadunu kenek mata hitena vidihata nam lokkanta nowei janatawa samaga inna kenek ...,NO,Oka kiyana taram maha loku keruwawak nowei murali kiyanne kelin kata karana sinhalayan akka hadunu kenek mata hitena vidihata nam lokkanta nowei janatawa samaga inna kenek    
2424,2425,Hena gahanna oni. Rata Kan ewnta,NO,Hena gahanna oni  Rata Kan ewnta
2427,2428,Sakkilima wesige putek heti pakayage kannama Apu apathayek,YES,Sakkilima wesige putek heti pakayage kannama Apu apathayek
2429,2430,Dead club වලට සල්ලි දීලා ඡන්ද ටික ගත්තා තිලංගලා.නඩු දාන්න තියෙන්නේ ක්‍රියාකාරී නොවන club වලට.කාලකණ්ණි හැත්ත .,YES,Dead club වලට සල්ලි දීලා ඡන්ද ටික ගත්තා තිලංගලා නඩු දාන්න තියෙන්නේ ක්‍රියාකාරී නොවන club වලට කාලකණ්ණි හැත්ත  
